Sentence	Characters	Bytes
我的意思是 她干嘛关心我们做什么呀？	17	51
雷达收讯不是太好 但收到了这些影像	16	48
我不会告诉她的	7	21
指标4.2：2005年至2015年期间，把无法有保障地获得安全有营养食品的青年男女比例减半	45	113
听说你想继续上大学?	10	28
我是濑田英机	6	18
152. 总统府妇女秘书处和教育与文化部执行的我们的教师培训性别观点项目审议并提出了将性别观点纳入初始师资培训课程的建议。	60	172
别再出岔子了 指挥官	9	27
玛雅，给点建议	7	21
我会请罗杰载你	7	21
原文为芬兰文	6	18
59. 《公约》第4条规定，各缔约方应指定一个国家主管部门，在行使《公约》所规定的行政职能时代表其行事，并通知秘书处这种主管部门的名称和地址。	70	202
是的先生 我非常清楚我们不是在谈论您	17	51
记住你的训练，相信你的直觉	13	39
该区域各国要竞争，研发总支出就需要大大增加。	22	66
枪手就是那个把脑袋遮起来的人	14	42
我知道了 因为会伤到你的自尊心吗？	16	48
要是出事怎么办？	8	24
你丈夫亲你吗？	7	21
该方案还包括一个为期6天的对以色列、埃及和巴勒斯坦的考察访问。	31	91
在本报告所述期间，法庭取得了重大进展，作出了涉及1名被告的1项终审判决。	36	104
'然而这一切都源于爱情'	12	32
我就将这个信念鞭入小伙子们的骨髓	16	48
重新确定核裁军辩论的概念：更加注重核裁军的人道主义层面，而非传统安全因素。	37	111
你不会说这些辅助器件是"正常"的吗？	18	50
11. 4月17日圆桌讨论主席Achmad Sujudi（印度尼西亚）提交了关于 " 加强国际合作，本着责任分担原则对付世界毒品问题 " 的圆桌讨论的结果。	72	176
它目前开展的工作特别侧重：	13	39
这感觉更像是我被当成一尊雕像一样 ， 我必须坐在那里就像雕像那样坐在那儿。	35	105
4.17 关于提交人不能参加议会选举，缔约国认为，提交人未提及他被阻止行使竞选权的任何特定选举。	47	133
当然，这里还有安慰效应在起作用 安慰效应是医学上最不可思议的玩意之一 不仅仅是吃一个药片，你的表现提升，痛苦缓解这么简单	58	174
415. 委员会对移民和难民妇女融入挪威社会方面存在的各种困难感到关切，并对报告在有关她们的情况方面提供的资料不足感到遗憾。	61	175
(一)就与会费、财务管理和其它财务问题有关的事项向第五委员会提供实质性服务	37	107
5. 报告表明，南部非洲发展共同体《两性及发展问题议定书》 " 于2008年8月批准并通过 " (第8.21段，另见第1.10.4段)。	63	147
顶峰娱乐电影	6	18
不过，加拿大欢迎这一事实，即委员会已决定将其届会的期限减少到10周。	34	98
困惑、难过 试图找到方法建立感情	15	45
* 为维和行动人力资源工作者提供在线人力资源报告，包括向外地行动用户提供支持	37	109
我想你很想念你丈夫吧	10	30
75. 海员工时受海员法管制，并由于其工作特点而有别于一般工人的工时(第116条)。	41	107
我们都是没有剧本的演员	11	33
21. Gustafik先生(委员会秘书)提出所涉方案预算问题的说明，他说第6、第8和第9段所载要求需追加预算外资源721 700美元，以召开一次囚犯待遇最低限度标准规则专家组会议。	89	223
冈诺被政府绑架 生命可能遭受威胁！	16	48
雅什帕打得很好	7	21
我看到妈妈了	6	18
表19.25 为执行行政和预算问题咨询委员会有关建议所采后续行动汇总表	34	92
它还注意到，伊萨塔布自由运动(伊自运)和马莱塔鹰部队(马鹰部队)之间的暴力冲突，在所罗门群岛造成了严重侵犯人权的情况。	59	169
304.3 工作人员提出的通知和提供资料的义务	22	56
3. 2012年7月7日的成功选举标志着利比亚民主过渡进程迈出重要一步。	35	89
(c) 锂汞合金电解槽；	11	27
80. 工作组愿感谢布基那法索政府在审查所涉期间内提供合作。	29	81
别再癞蛤蟆想吃天鹅肉，老兄	13	39
现在你听我说。	7	21
在一个存在切实忧虑和大量猜疑并缺少独立核查手段的环境中，一定程度的不实消息是可以理解和不可避免的。	49	147
我们只抽"耶利米哀歌"那章 正好配香烟	18	50
85. 特别报告员强调，需要确保保留可靠的移徙家庭佣工登记册。	30	84
-你说要保障那个人的余额吗？	14	40
会议是国际社会围绕伊拉克采取的一系列举措中的最新举措，这些举措包括邻近国家倡议和埃及2004年11月23日在沙姆沙伊赫主持召开的关于伊拉克的部长级国际会议。	78	218
拜托 只是一次千禧年而已 还会有下次的	17	51
- 谁?	3	5
我不知道你是谁，但离我妻子远一点，该死的！	21	63
253. 安第斯土著原住民自力发展法律委员会的观察员说，不应对领土的空间方面给予严格的限制，因为土著人民与其领土和环境的关系超越了空间和时间。	70	202
关于亚洲，人权高专办于2006年在柬埔寨进行了土著人培训，并于2007年2月与劳工组织和柬埔寨非政府组织论坛共同举办关于柬埔寨土著民族及其获得土地的权利的讨论会，特别代表参加了该讨论会。	93	261
我想起了各种各样的事情	11	33
对 他 们 说 、 耶 和 华 以 色 列 的 神 、 就 是 你 们 请 我 在 他 面 前 为 你 们 祈 求 的 主 、 如 此 说	35	105
-妈，他妈的。	7	19
你的表弟波打沙	7	21
帝耻瞺	7	21
联合国改革问题一直是长期辩论的课题，有迹象显示在成员国之间存在一致认同。	36	108
结果是他还好好地活着 我却和你们两个坐在这 假装不认识你们	27	81
(c) 秘书长依照大会第57/120号决议提交的报告(A/58/339)；	36	70
你在这里呀	5	15
尼基塔 你听到我了吗	9	27
事实上 我们已经见过面	10	30
没有对一项或一项以上后续行动建议或某项后续行动建议的一部分作出答复	33	99
有一个牌手, 克里斯比. 莱尼塔, 混了进去, 结果他被发现他是一个职业赌徒, 之后他走到哪，都有人同他打官司， 连过马路都被人告.	60	168
对于第18和19号案件，预计将需要2 083 100欧元来支付法官的特别津贴和生活津贴。	42	104
67. 敦促框架公约秘书处、该公约缔约方及支持公约执行工作的捐助者增强土著人民对缔约方大会第十九届会议的参与，以确保降排加的潜在惠益惠及土著人民。	72	210
为了确保联合国各组成部分、机构和方案采取联合统一战略，任命阿兰达·达席尔瓦先生担任驻地协调员/人道主义协调员双重职务。	59	174
1990年代确定了2个生态保护区，3个世界遗产地和11个拉姆萨尔湿地（国际重要湿地）（MINAE-SINAC，2003年）。	62	140
13. 尽管缔约方普遍赞同支持风险分担和风险转移机制，但它们强调指出了妨碍发展中国家开发和推广金融工具的各项挑战。	56	162
什么橄榄球之夜？	8	24
居然连续使出瞬间移动保持距离！	15	45
我不关心邻里关系	8	24
26. 工作组再次确认，确定公约不同章节之间的优先次序并非其讨论的重点。	35	99
神道国际学会一直是宗教非政府组织委员会和非政府组织会议的成员，具有经济及社会理事会咨商地位，并一向支持和参加每年9月联合国大会年度届会开幕时承诺支持联合国工作的年度宗教间仪式。	88	262
巴勒斯坦妇女事务技术委员会通过参加和立法赋予妇女以权利；	28	84
细胞分裂系列	6	18
参加城镇基本养老保险人数	12	36
是你引来异形入侵的	9	27
我们做了什么？	7	21
七负 但这七场比赛里面 众望所归下因点数不够输了四次	24	72
最终结果不久就会公布。	11	33
2003年8月8日，安全理事会按照事先协商达成的理解，举行非公开的第4806次会议，继续审议本项目。	50	130
转告你朋友 我跟他干上了	11	33
我母亲从未提起过宝藏的事	12	36
承认在达尔富尔创造持久和平的条件、执行本协议、民族和解、社会融合和重建工作要求促进和保护人权、尊重所有苏丹公民一律平等的原则和尊重法治；	68	204
主席团将会研究是否可能用统括决议或合并决议的方式来处理各组相关项目。	34	102
130. 还没有正式起诉的囚犯多达40 000人。	23	51
建立中东无核武器区的任何努力都必须包括以色列实现核裁军、以色列加入《不扩散条约》及以色列将其所有核设施置于原子能机构全面保障监督之下。	67	201
在主席兼报告员作了介绍性发言之后，以下国家代表发了言：印度、阿根廷、南非、法国、希腊、巴西、塞内加尔、埃及、瑞士、危地马拉、巴基斯坦、阿尔及利亚、智利、玻利维亚、斯里兰卡、孟加拉国和埃塞俄比亚。	97	291
回历1425年4月26日至28日(2004年6月14日至16日)于土耳其共和国伊斯坦布尔举行的伊斯兰外交部长第三十一届会议(进步与全球和睦会议)，	73	175
你的游戏玩得很好	8	24
这里有树 有可以扎帐篷 和生火的空地	16	48
大家能不能都挪一下	9	27
萨拉 我相信有时即使比分赢过对手 但依然是输家	21	63
别浪费时间了 他倔强得像牛一样	14	42
它对后代有正反两方面的教训。	14	42
现在，我们把床搬到哪那里去"	14	40
当你们俩都不回半音符的时候	13	39
很好啊 你看	5	15
雇主的职责是就同一类型的工作或者相同价值的工作为男女确定同等薪酬。	33	99
我不知道该怎么形容	9	27
1992至1997年时期在一家澳大利亚摩擦产品制造商的企业内收集到的空气监测数据表明，461项个人选样（包括所有类型的纤维）的80%低于0.1纤维/毫升，其中有两项选样数值超过0.5/毫升。	95	241
编写本报告时,在250个作为目标的最佳措施中,已经记录了100个以上。	35	89
* 举办技术支助委员会会议(4)	15	37
完成制定联合国关于解除武装、复员和重返社会方案的综合标准以及一项全面武器管理战略并向会员国通报情况	49	147
日出照亮你的发丝 就像现在	12	36
伊拉克利翁州	6	18
你有其中之一？	7	21
没有我们?	5	13
你不是人，罗拉，你是害人妖怪	14	42
第五委员会不经表决通过了决议草案七。	18	54
2. 向利比亚南部转运	10	26
10年来，乌拉圭与联合国生物技术机构间合作网络的成员之一国际遗传工程和生物技术中心开展了合作。 后者为乌拉圭国家层面和拉丁美洲区域层面的项目提供了技术培训和融资。	80	236
